Driver,Stint,Compound,StintLength,Team,StartingPosition,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,mean_brake_time,std_brake_time,AvgSpeed,StdSpeed,AvgSpeedDelta,StdSpeedDelta,AvgGearChanges,Year,Circuit
ALB,1.0,SOFT,13,Williams,14.0,0 days 01:22:03.501202453,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,28.61042944785276,124.42944785276073,0.3049079754601227,23.07030769230769,2.1076251449153114,186.3684513263724,4.660229598531138,250.23076923076923,13.434478296554419,56.76923076923077,2022,Bahrain Grand Prix
ALB,2.0,MEDIUM,22,Williams,14.0,0 days 01:22:03.501202453,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,28.61042944785276,124.42944785276073,0.3049079754601227,22.89986363636364,1.8196152514262847,189.3735171238345,6.608720924968029,248.27272727272728,11.509607916005013,53.09090909090909,2022,Bahrain Grand Prix
ALB,3.0,MEDIUM,11,Williams,14.0,0 days 01:22:03.501202453,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,28.61042944785276,124.42944785276073,0.3049079754601227,24.089545454545455,5.036633297670837,181.15328454305444,19.691778787196355,244.8181818181818,17.89270131451868,56.0,2022,Bahrain Grand Prix
ALB,4.0,SOFT,11,Williams,14.0,0 days 01:22:03.501202453,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,28.61042944785276,124.42944785276073,0.3049079754601227,22.991545454545456,4.452537077863819,186.87692142234326,18.039127468174605,246.27272727272728,8.995866819529443,57.18181818181818,2022,Bahrain Grand Prix
ALO,1.0,SOFT,11,Alpine,8.0,0 days 01:22:03.501202453,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,28.61042944785276,124.42944785276073,0.3049079754601227,20.736272727272727,1.503239839988591,188.89419261257456,4.7493384269107874,245.9090909090909,13.11109554714178,53.27272727272727,2022,Bahrain Grand Prix
ALO,2.0,MEDIUM,14,Alpine,8.0,0 days 01:22:03.501202453,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,28.61042944785276,124.42944785276073,0.3049079754601227,22.365499999999997,1.571935601643492,190.00745611023166,7.635748525382181,247.85714285714286,15.624418356521046,53.285714285714285,2022,Bahrain Grand Prix
ALO,3.0,HARD,17,Alpine,8.0,0 days 01:22:03.501202453,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,28.61042944785276,124.42944785276073,0.3049079754601227,23.47241176470588,1.9853067346004305,191.88817716862673,8.542048561530759,245.41176470588235,13.792831998283454,54.705882352941174,2022,Bahrain Grand Prix
ALO,4.0,SOFT,15,Alpine,8.0,0 days 01:22:03.501202453,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,28.61042944785276,124.42944785276073,0.3049079754601227,26.0544,6.651418683759626,180.95578432310103,20.03073242249557,241.19333341866664,16.093993335698055,58.733333333333334,2022,Bahrain Grand Prix
BOT,1.0,SOFT,14,Alfa Romeo,6.0,0 days 01:22:03.501202453,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,28.61042944785276,124.42944785276073,0.3049079754601227,26.895357142857144,3.938526675350693,188.81447675433233,5.72506554562809,253.57142857142858,15.819130758647383,43.714285714285715,2022,Bahrain Grand Prix
BOT,2.0,MEDIUM,22,Alfa Romeo,6.0,0 days 01:22:03.501202453,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,28.61042944785276,124.42944785276073,0.3049079754601227,24.34004545454545,1.723078177862163,191.99068610429586,7.560811946585511,254.5,12.342645951776673,41.36363636363637,2022,Bahrain Grand Prix
