Driver,Stint,Compound,StintLength,Team,StartingPosition,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,mean_brake_time,std_brake_time,AvgSpeed,StdSpeed,AvgSpeedDelta,StdSpeedDelta,AvgGearChanges,Year,Circuit
GIO,1.0,MEDIUM,23,Alfa Romeo Racing,18.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,14.298521739130436,3.8710769860771443,208.2524952683036,32.02748729353087,247.39891302028983,28.5412139763431,44.04347826086956,2020,Austrian Grand Prix
GIO,2.0,HARD,30,Alfa Romeo Racing,18.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,16.285166666666665,5.09145731648175,200.08522476082396,33.16411184542203,236.96666666666667,29.904830527673766,42.333333333333336,2020,Austrian Grand Prix
GIO,3.0,SOFT,1,Alfa Romeo Racing,18.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,27.828,0.0,140.4545795886349,0.0,297.0,0.0,45.0,2020,Austrian Grand Prix
GIO,4.0,SOFT,13,Alfa Romeo Racing,18.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,20.900923076923075,18.524142901220884,182.91375027542452,38.50621059546811,237.30769230769232,54.72080832649794,51.30769230769231,2020,Austrian Grand Prix
GRO,1.0,MEDIUM,19,Haas F1 Team,15.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,14.753999999999998,6.475145403772799,205.01310208493032,35.15016084323215,245.47368421052633,31.638365153472893,33.05263157894737,2020,Austrian Grand Prix
GRO,2.0,HARD,25,Haas F1 Team,15.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,14.6466,4.004946311750009,202.72951820984184,28.156019306601035,237.25650022399998,27.15452530992742,33.0,2020,Austrian Grand Prix
HAM,1.0,SOFT,24,Mercedes,5.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,14.032416666666668,4.544905957192318,212.28531546774596,37.44160846257082,237.36475662222222,30.13025763275398,34.875,2020,Austrian Grand Prix
HAM,2.0,HARD,30,Mercedes,5.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,18.076233333333338,7.04678014265302,194.34935374443,43.08129162224869,227.53333333333333,33.526838337202165,35.13333333333333,2020,Austrian Grand Prix
HAM,3.0,HARD,13,Mercedes,5.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,22.23907692307693,18.592955346919556,186.41064486199605,41.24803552574339,222.4314103794872,41.716857359225195,43.84615384615385,2020,Austrian Grand Prix
KVY,1.0,MEDIUM,24,AlphaTauri,13.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,12.549833333333334,3.2091286287021212,208.21143226327627,33.097987530101264,235.29166666666666,29.9756556317882,33.166666666666664,2020,Austrian Grand Prix
KVY,2.0,HARD,25,AlphaTauri,13.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,13.642320000000002,3.2609343534637434,203.96826714249787,31.01906736886203,234.28,21.86416245823288,32.76,2020,Austrian Grand Prix
KVY,3.0,SOFT,5,AlphaTauri,13.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,22.696199999999997,2.3442245114322975,154.06520965313453,14.806444617909087,222.0,29.779187362988935,40.6,2020,Austrian Grand Prix
KVY,4.0,SOFT,11,AlphaTauri,13.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,18.841545454545454,14.549099643268379,177.1911930329741,38.83956585714678,235.8181818181818,54.16274832193363,43.90909090909091,2020,Austrian Grand Prix
LAT,1.0,MEDIUM,25,Williams,20.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,16.353279999999998,5.239643029978282,199.8540535678677,35.346837872592666,227.92,33.992846306245085,34.4,2020,Austrian Grand Prix
LAT,2.0,HARD,25,Williams,20.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,14.78704,3.655191458514861,207.56343502221898,27.073749500667248,224.68,20.855157635462746,32.8,2020,Austrian Grand Prix
LAT,3.0,SOFT,4,Williams,20.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,27.2185,3.9378080514418166,168.4767208200637,17.69575594040255,246.0,33.1436268383531,41.5,2020,Austrian Grand Prix
LAT,4.0,SOFT,13,Williams,20.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,24.011,23.961956536913327,181.91326928550296,37.95605884275311,231.92307692307693,51.15506071432611,43.15384615384615,2020,Austrian Grand Prix
LEC,1.0,SOFT,24,Ferrari,7.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,14.880541666666668,7.517660362878683,210.32867239315883,35.34751048955276,233.70833333333334,27.574866525314114,33.791666666666664,2020,Austrian Grand Prix
LEC,2.0,HARD,25,Ferrari,7.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,14.644279999999998,3.7272887467434024,204.6046408822951,34.916593935764475,226.11449996800002,28.48985163654118,34.72,2020,Austrian Grand Prix
LEC,3.0,MEDIUM,5,Ferrari,7.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,24.735599999999998,1.736003870963427,151.26403408192792,13.689228574488887,212.2,30.524744061171095,43.6,2020,Austrian Grand Prix
LEC,4.0,MEDIUM,13,Ferrari,7.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,18.150846153846153,15.710298919186021,184.97616006028284,40.56932236725451,226.4923076923077,43.957155040902514,45.07692307692308,2020,Austrian Grand Prix
MAG,1.0,MEDIUM,20,Haas F1 Team,16.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,17.5596,13.924988619025871,206.6197456842163,34.767494133016584,241.81520832,34.71795717772085,43.25,2020,Austrian Grand Prix
NOR,1.0,SOFT,24,McLaren,3.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,12.095374999999999,3.3420074033991907,210.55871873749734,39.32280585903066,229.19427084444445,26.994064281548265,33.375,2020,Austrian Grand Prix
NOR,2.0,HARD,25,McLaren,3.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,12.4146,3.8313351719733415,204.04971237544004,35.58598256001194,226.66300002133332,22.685141751704176,33.04,2020,Austrian Grand Prix
NOR,3.0,MEDIUM,5,McLaren,3.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,19.5028,3.8326824757602873,149.10628566232407,13.907342571938212,225.8,33.04179171897311,45.4,2020,Austrian Grand Prix
NOR,4.0,MEDIUM,13,McLaren,3.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,15.938076923076922,14.514710232999107,184.0325096673244,39.79155343823166,231.84615384615384,41.701957441322456,48.69230769230769,2020,Austrian Grand Prix
OCO,1.0,MEDIUM,24,Renault,14.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,15.536166666666668,4.151303717575426,206.6194743599377,32.39197239493544,250.125,29.446720954972218,39.833333333333336,2020,Austrian Grand Prix
OCO,2.0,HARD,30,Renault,14.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,18.46606666666667,6.250092206964275,197.48138423862704,33.4429959490337,240.23333333333332,24.798767890540226,44.4,2020,Austrian Grand Prix
OCO,3.0,HARD,13,Renault,14.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,21.807307692307692,18.693927238481304,183.25988544336857,39.173999204698134,231.46153846153845,48.97505704966306,51.15384615384615,2020,Austrian Grand Prix
PER,1.0,SOFT,24,Racing Point,6.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,15.528166666666666,4.175366198178177,210.8705578586133,36.92475445633612,242.04166666666666,28.486077252268732,38.666666666666664,2020,Austrian Grand Prix
PER,2.0,MEDIUM,30,Racing Point,6.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,16.823433333333337,5.224825181658127,195.5154092658481,39.12625375660029,227.2,25.58697585361219,37.4,2020,Austrian Grand Prix
PER,3.0,MEDIUM,13,Racing Point,6.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,22.197615384615386,17.331686590832415,184.17921663977296,40.206606422372005,233.69230769230768,35.57307671515424,46.92307692307692,2020,Austrian Grand Prix
RAI,1.0,MEDIUM,19,Alfa Romeo Racing,19.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,19.951842105263164,19.083395902867906,205.57237057838836,34.35143687731145,251.73684210526315,31.33325474931699,55.8421052631579,2020,Austrian Grand Prix
RAI,2.0,HARD,27,Alfa Romeo Racing,19.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,17.482,4.949136909416445,207.75843180395538,26.370883521242003,247.25925925925927,18.001219285026206,44.25925925925926,2020,Austrian Grand Prix
RAI,3.0,SOFT,3,Alfa Romeo Racing,19.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,28.376333333333335,6.223286502234082,157.48272604023833,14.405662969510097,258.3333333333333,45.065384597148274,41.666666666666664,2020,Austrian Grand Prix
RIC,1.0,SOFT,12,Renault,10.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,17.928,12.07317356787353,197.32255267368586,44.13579283085287,238.25,40.95551448421405,35.916666666666664,2020,Austrian Grand Prix
RUS,1.0,MEDIUM,20,Williams,17.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,17.64235,15.659215594259503,205.51107896527947,34.79489473521889,236.75,32.3772682603088,42.4,2020,Austrian Grand Prix
RUS,2.0,HARD,25,Williams,17.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,15.28476,3.9950024508628283,206.33559223082747,30.44676522073993,241.52,16.45872413038143,35.68,2020,Austrian Grand Prix
SAI,1.0,SOFT,24,McLaren,8.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,12.677000000000001,4.00502598826358,209.10696722587628,34.247808353140115,233.75,28.58357628662539,37.0,2020,Austrian Grand Prix
SAI,2.0,HARD,26,McLaren,8.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,13.377961538461538,3.811990298647447,202.1397276548235,34.67369529132905,230.02403864615385,25.047194339556114,36.80769230769231,2020,Austrian Grand Prix
SAI,3.0,MEDIUM,4,McLaren,8.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,16.931500000000003,2.174035475791508,149.81319640015167,11.884954879241132,223.5,52.561868307738074,37.5,2020,Austrian Grand Prix
SAI,4.0,MEDIUM,13,McLaren,8.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,16.60030769230769,16.251414591136914,185.25883800802904,40.79982821531634,230.6153846153846,56.55975527846424,46.23076923076923,2020,Austrian Grand Prix
STR,1.0,SOFT,15,Racing Point,9.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,16.1016,9.688541326742637,202.10408253359228,40.72448460170129,233.65861112888888,35.702934064786035,35.53333333333333,2020,Austrian Grand Prix
VER,1.0,MEDIUM,10,Red Bull Racing,2.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,14.609,9.072015272865842,192.70828415798613,59.46164164289325,216.03280346427405,49.59795191656195,30.3,2020,Austrian Grand Prix
VET,1.0,MEDIUM,24,Ferrari,11.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,14.780999999999999,4.464625348223521,207.89428383715457,32.926277057450335,241.6212050906165,28.51153290498566,39.458333333333336,2020,Austrian Grand Prix
VET,2.0,HARD,25,Ferrari,11.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,15.222479999999997,3.5327407730542593,203.96872409024715,31.305589953784335,240.44,28.12981336589349,36.64,2020,Austrian Grand Prix
VET,3.0,SOFT,5,Ferrari,11.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,24.076600000000003,4.24161099583637,157.70741791329925,17.429040105731815,213.0,34.38604368053993,34.0,2020,Austrian Grand Prix
VET,4.0,SOFT,13,Ferrari,11.0,0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,21.54238461538462,17.733659674964322,183.12220011688424,38.146559562516025,231.65769206153846,55.79638793234564,45.38461538461539,2020,Austrian Grand Prix
ALB,1.0,SOFT,35,Red Bull Racing,6.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,13.947714285714284,3.846700943267981,216.35753000175964,21.12840689619584,233.82999990857144,15.326532632000356,33.05714285714286,2020,Styrian Grand Prix
ALB,2.0,MEDIUM,36,Red Bull Racing,6.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,11.66986111111111,1.504307743204638,226.6357651210906,8.359988013293158,234.02777777777777,12.134629306042347,31.52777777777778,2020,Styrian Grand Prix
BOT,1.0,SOFT,34,Mercedes,4.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,13.348411764705881,4.565533685173053,218.41457408765896,22.143843770027896,235.69779413333333,14.745159178910452,33.05882352941177,2020,Styrian Grand Prix
BOT,2.0,MEDIUM,37,Mercedes,4.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,11.946216216216218,1.42793489394953,226.9870112652141,7.641900918695445,238.40540540540542,14.90049783216847,31.972972972972972,2020,Styrian Grand Prix
GAS,1.0,SOFT,24,AlphaTauri,7.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,13.536291666666665,4.193400663335653,210.34057890410259,23.994434769826047,248.5505208,16.406453797566492,36.25,2020,Styrian Grand Prix
GAS,2.0,HARD,25,AlphaTauri,7.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,10.981000000000002,1.8516956553386408,219.62743104665324,9.35606363607648,237.64,16.65864340215013,33.92,2020,Styrian Grand Prix
GAS,3.0,SOFT,21,AlphaTauri,7.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,9.754809523809525,2.185969821145048,223.6630277989166,10.509776410531684,236.71428571428572,17.49596649337827,31.714285714285715,2020,Styrian Grand Prix
GIO,1.0,MEDIUM,39,Alfa Romeo Racing,19.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,13.980897435897436,4.437456020987538,215.03522896275157,19.664059104263263,239.8142093948718,18.012820154168036,41.84615384615385,2020,Styrian Grand Prix
GIO,2.0,SOFT,31,Alfa Romeo Racing,19.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,12.341451612903226,1.6097081249899587,223.08262561754714,8.53044346907525,244.6451612903226,16.003121443697395,39.0,2020,Styrian Grand Prix
GRO,1.0,SOFT,37,Haas F1 Team,0.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,13.547378378378378,4.576565054128221,214.18337829219516,21.38817460094323,247.2972972972973,14.70036746160479,35.13513513513514,2020,Styrian Grand Prix
GRO,2.0,MEDIUM,33,Haas F1 Team,0.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,11.502121212121212,1.6131349444308696,224.06353556716462,8.472394683058956,250.96969696969697,13.320034690292546,33.333333333333336,2020,Styrian Grand Prix
HAM,1.0,SOFT,27,Mercedes,1.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,13.405925925925926,5.2969791805289805,217.95169695609118,24.800964551927002,233.28101854814815,16.418612860534694,31.48148148148148,2020,Styrian Grand Prix
HAM,2.0,MEDIUM,44,Mercedes,1.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,11.859022727272725,1.025541774527812,227.11787602991282,7.107232833318248,233.86363636363637,11.512031076405771,30.431818181818183,2020,Styrian Grand Prix
KVY,1.0,MEDIUM,36,AlphaTauri,13.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,12.354555555555555,3.568069159179983,214.2766579702785,20.42884929784228,235.5710648296296,15.693244216281144,33.361111111111114,2020,Styrian Grand Prix
KVY,2.0,HARD,34,AlphaTauri,13.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,10.34320588235294,1.7055649534842214,223.7081736720596,8.421994802137881,233.11764705882354,12.66715230053086,31.058823529411764,2020,Styrian Grand Prix
LAT,1.0,MEDIUM,32,Williams,18.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,15.77978125,4.2335865464046485,211.63416212923795,21.102439779573007,238.06601560000001,17.49466279305618,37.65625,2020,Styrian Grand Prix
LAT,2.0,SOFT,37,Williams,18.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,14.057594594594597,1.6713336390271554,221.11527710217698,7.356413830551753,241.0810810810811,12.920501995055636,35.78378378378378,2020,Styrian Grand Prix
LEC,1.0,SOFT,1,Ferrari,14.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,27.253999999999998,0.0,162.36811628805694,0.0,315.0,0.0,50.0,2020,Styrian Grand Prix
LEC,2.0,HARD,3,Ferrari,14.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,28.965000000000003,8.055980676904992,147.67202855562257,23.570218688450556,220.0,27.65260686927485,36.666666666666664,2020,Styrian Grand Prix
MAG,1.0,SOFT,31,Haas F1 Team,15.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,14.124032258064517,3.7088526395888546,212.97573446226397,21.560194314465388,239.63602153978496,16.32081592580286,34.45161290322581,2020,Styrian Grand Prix
MAG,2.0,MEDIUM,39,Haas F1 Team,15.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,12.785205128205128,1.508950580820431,223.51649998050934,7.687542600386976,252.89743589743588,11.89655169128125,34.0,2020,Styrian Grand Prix
NOR,1.0,SOFT,39,McLaren,9.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,12.437179487179485,2.384686571587014,215.68120793575983,20.007970933648103,240.48493587692306,16.593064154829825,38.1025641025641,2020,Styrian Grand Prix
NOR,2.0,MEDIUM,32,McLaren,9.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,11.008750000000001,1.4962748953651535,226.34295553758977,9.025983005544795,237.65625,15.56359810382869,31.59375,2020,Styrian Grand Prix
OCO,1.0,SOFT,25,Renault,5.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,15.488959999999999,5.284529674285121,212.32061251402467,24.096390289135254,244.16,17.48526236577536,38.44,2020,Styrian Grand Prix
PER,1.0,SOFT,38,Racing Point,17.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,14.700210526315788,5.250915234298106,216.52151138437267,20.569551666925463,246.01222195312445,22.633183126336807,36.973684210526315,2020,Styrian Grand Prix
PER,2.0,MEDIUM,33,Racing Point,17.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,13.258878787878787,1.9457880347603935,225.46926557549713,10.141929388520898,247.8181818181818,18.331054203437574,36.78787878787879,2020,Styrian Grand Prix
RAI,1.0,MEDIUM,44,Alfa Romeo Racing,16.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,14.905818181818182,3.6892001921624207,216.12923158683654,19.135036703896343,241.5445075151515,19.33366687689774,43.86363636363637,2020,Styrian Grand Prix
RAI,2.0,SOFT,26,Alfa Romeo Racing,16.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,12.08873076923077,2.5928056463650506,223.79733393442558,8.74680102604164,240.42307692307693,18.14084443145882,39.84615384615385,2020,Styrian Grand Prix
RIC,1.0,MEDIUM,37,Renault,8.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,11.970540540540542,1.4799805987514805,216.65273876334734,20.59099501901951,242.26936931171176,15.717365556785264,38.67567567567568,2020,Styrian Grand Prix
RIC,2.0,SOFT,34,Renault,8.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,10.083029411764706,1.5329640164092355,225.44347301613453,7.911099160941278,236.41176470588235,13.839665175860679,33.294117647058826,2020,Styrian Grand Prix
RUS,1.0,SOFT,34,Williams,11.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,14.138499999999999,3.5258480602711235,211.6478041007431,20.554710734005994,239.3632352,14.627167156278638,32.94117647058823,2020,Styrian Grand Prix
RUS,2.0,MEDIUM,35,Williams,11.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,13.511885714285716,1.5179061475114533,221.76066214989015,7.4417489266712025,246.0,14.101671633432076,33.82857142857143,2020,Styrian Grand Prix
SAI,1.0,SOFT,32,McLaren,3.0,0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,11.981875,2.6309348356382745,214.86518385458575,21.655848428420725,231.5636718,14.226965187332555,32.78125,2020,Styrian Grand Prix
