Driver,Stint,Compound,StintLength,Team,StartingPosition,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,mean_brake_time,std_brake_time,AvgSpeed,StdSpeed,AvgSpeedDelta,StdSpeedDelta,AvgGearChanges,Year,Circuit
ALO,1.0,SOFT,11,Alpine,9.0,0 days 01:06:43.064924812,20.53834586466165,54.517293233082704,1014.9105263157895,0.0,27.627819548872182,63.88721804511278,0.8872180451127819,25.007545454545458,5.979697656747848,178.29474546329345,26.500154759444104,250.27272727272728,20.50317451735843,54.09090909090909,2021,Bahrain Grand Prix
ALO,2.0,MEDIUM,18,Alpine,9.0,0 days 01:06:43.064924812,20.53834586466165,54.517293233082704,1014.9105263157895,0.0,27.627819548872182,63.88721804511278,0.8872180451127819,20.919277777777776,1.5376277112471213,196.50412030100995,7.3106153893814,248.83333333333334,15.359578987285643,54.55555555555556,2021,Bahrain Grand Prix
ALO,3.0,HARD,3,Alpine,9.0,0 days 01:06:43.064924812,20.53834586466165,54.517293233082704,1014.9105263157895,0.0,27.627819548872182,63.88721804511278,0.8872180451127819,22.226333333333333,3.6697195472618276,186.01863740540117,15.592775043696053,259.16071405714285,27.18419051401091,55.0,2021,Bahrain Grand Prix
BOT,1.0,MEDIUM,16,Mercedes,3.0,0 days 01:06:43.064924812,20.53834586466165,54.517293233082704,1014.9105263157895,0.0,27.627819548872182,63.88721804511278,0.8872180451127819,23.934687500000003,9.511043303173619,186.51224471487126,24.6614188018715,234.0,17.240939649566666,51.25,2021,Bahrain Grand Prix
BOT,2.0,HARD,14,Mercedes,3.0,0 days 01:06:43.064924812,20.53834586466165,54.517293233082704,1014.9105263157895,0.0,27.627819548872182,63.88721804511278,0.8872180451127819,18.24007142857143,1.7084699280051596,201.18227407345844,8.881716833060535,233.71428571428572,16.289473250400402,46.214285714285715,2021,Bahrain Grand Prix
BOT,3.0,HARD,24,Mercedes,3.0,0 days 01:06:43.064924812,20.53834586466165,54.517293233082704,1014.9105263157895,0.0,27.627819548872182,63.88721804511278,0.8872180451127819,18.973958333333332,3.973742594406087,203.21149702395977,9.734614336685972,232.04166666666666,12.966235532678283,42.958333333333336,2021,Bahrain Grand Prix
BOT,4.0,MEDIUM,2,Mercedes,3.0,0 days 01:06:43.064924812,20.53834586466165,54.517293233082704,1014.9105263157895,0.0,27.627819548872182,63.88721804511278,0.8872180451127819,18.850500000000004,2.8895,189.55851085731797,21.637271123981648,255.0,32.0,43.5,2021,Bahrain Grand Prix
GAS,1.0,MEDIUM,4,AlphaTauri,5.0,0 days 01:06:43.064924812,20.53834586466165,54.517293233082704,1014.9105263157895,0.0,27.627819548872182,63.88721804511278,0.8872180451127819,32.56725,7.838022307157589,141.53923506347166,10.229746221888531,233.5,34.586847211042524,61.0,2021,Bahrain Grand Prix
GAS,2.0,HARD,15,AlphaTauri,5.0,0 days 01:06:43.064924812,20.53834586466165,54.517293233082704,1014.9105263157895,0.0,27.627819548872182,63.88721804511278,0.8872180451127819,19.92673333333333,5.528067335174403,194.865305749518,13.069130158706741,236.6,14.790988247352956,50.86666666666667,2021,Bahrain Grand Prix
GAS,3.0,MEDIUM,20,AlphaTauri,5.0,0 days 01:06:43.064924812,20.53834586466165,54.517293233082704,1014.9105263157895,0.0,27.627819548872182,63.88721804511278,0.8872180451127819,18.549950000000003,1.8206920792654644,198.88807200760212,8.419703168524507,240.0,13.744089638822937,51.6,2021,Bahrain Grand Prix
GAS,4.0,HARD,13,AlphaTauri,5.0,0 days 01:06:43.064924812,20.53834586466165,54.517293233082704,1014.9105263157895,0.0,27.627819548872182,63.88721804511278,0.8872180451127819,17.939615384615387,2.664160065024436,202.13680067754638,10.616779987385087,241.76923076923077,15.302859693302405,51.92307692307692,2021,Bahrain Grand Prix
GIO,1.0,MEDIUM,12,Alfa Romeo Racing,12.0,0 days 01:06:43.064924812,20.53834586466165,54.517293233082704,1014.9105263157895,0.0,27.627819548872182,63.88721804511278,0.8872180451127819,25.16025,7.228751599515646,179.4486641348565,25.95559961775,236.25,20.183016788048974,59.416666666666664,2021,Bahrain Grand Prix
GIO,2.0,HARD,18,Alfa Romeo Racing,12.0,0 days 01:06:43.064924812,20.53834586466165,54.517293233082704,1014.9105263157895,0.0,27.627819548872182,63.88721804511278,0.8872180451127819,20.060055555555554,1.7599258971843805,197.40072373586952,10.24158709184057,237.22222222222223,13.019453630606245,54.05555555555556,2021,Bahrain Grand Prix
GIO,3.0,MEDIUM,25,Alfa Romeo Racing,12.0,0 days 01:06:43.064924812,20.53834586466165,54.517293233082704,1014.9105263157895,0.0,27.627819548872182,63.88721804511278,0.8872180451127819,18.83044,1.5864233755211747,200.93239105930869,7.104060253102298,239.24400000000003,13.923967250751494,55.72,2021,Bahrain Grand Prix
