Driver,Year,Circuit,nLaps,NumberOfStints,CompoundStrategy,StintLengthStrategy,Team,StartingPosition,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,mean_brake_time,std_brake_time,AvgSpeed,StdSpeed,AvgSpeedDelta,StdSpeedDelta,AvgGearChanges
HUL,2019,Baku City Circuit,51,3,"['SOFT', 'MEDIUM', 'SOFT']","[8, 26, 16]",Renault,15,19.76356589147287,51.40852713178294,1013.7751937984495,0.0,39.65426356589147,167.48062015503876,1.2496124031007751,24.84758974358974,3.0375057505626515,191.72951267620715,8.559973646236337,261.1126917520971,18.540824603773938,58.45032051282052
HUL,2019,Bahrain International Circuit,57,3,"['SOFT', 'SOFT', 'MEDIUM']","[12, 20, 22]",Renault,17,26.210852713178287,53.372093023255815,1003.4372093023256,0.0,28.610852713178293,60.72093023255814,2.7108527131782947,20.11992929292929,2.532964845595091,195.9551905439558,6.800362534277102,254.15922982464645,15.347945700514876,48.01262626262626
HUL,2019,Circuit de Spa-Francorchamps,44,3,"['SOFT', 'MEDIUM', 'SOFT']","[11, 20, 13]",Renault,12,17.4,57.03,968.2575,0.0,28.11916666666666,154.29166666666666,2.0358333333333336,17.46474766899767,3.1647648701309343,215.90272792029967,16.403611577344922,265.2630536130536,19.156485242546967,44.11689976689976
HUL,2019,Silverstone Circuit,52,2,"['SOFT', 'HARD']","[13, 39]",Renault,10,18.90508474576272,62.135593220338976,1006.3330508474576,0.0,30.32203389830509,64.38983050847457,2.011864406779661,14.8695,2.632398096114585,223.27400140049207,12.515211823038104,230.28205128205127,20.34216376264622,35.217948717948715
HUL,2019,Circuit Gilles Villeneuve,70,2,"['SOFT', 'HARD']","[16, 53]",Renault,7,29.368253968253967,16.14761904761905,1022.1111111111112,0.0,51.098412698412695,224.3095238095238,1.3087301587301583,14.25025353773585,1.3153758215911107,199.8854013737723,5.585825129960329,250.18101415094338,15.531006119652009,41.38030660377358
HUL,2019,Shanghai International Circuit,56,2,"['SOFT', 'HARD']","[11, 5]",Renault,8,19.32992125984252,45.98110236220473,1019.2181102362204,0.0,27.33700787401575,93.8031496062992,3.3157480314960632,20.259836363636364,3.1584711562351155,186.88992606342373,11.453229659287835,259.74545454545455,28.827502502559824,47.45454545454545
HUL,2019,Circuit Paul Ricard,53,2,"['HARD', 'MEDIUM']","[34, 18]",Renault,13,26.89421487603306,39.09090909090909,966.7239669421492,0.0,54.525619834710746,97.66115702479338,1.6785123966942148,16.32562745098039,1.341558757387956,214.48482570762042,6.359981158243322,242.37254901960785,16.771537432657745,39.998366013071895
HUL,2019,Hungaroring Circuit,70,2,"['MEDIUM', 'SOFT']","[36, 33]",Renault,11,25.66,33.893076923076926,986.4846153846154,0.0,44.09692307692308,192.77692307692308,1.1938461538461538,17.315006313131313,1.3738800186737028,187.8190782109773,4.8674573743409475,214.709595959596,16.37798710768326,42.66666666666667
HUL,2019,Autodromo Nazionale Monza,53,2,"['SOFT', 'MEDIUM']","[29, 24]",Renault,6,21.0972972972973,51.57477477477477,989.2405405405406,0.0,33.04054054054055,221.07207207207207,1.5666666666666669,11.421798132183909,1.9318581607976708,241.30877936066332,11.818933421552778,262.92672413793105,12.557211962166047,37.05100574712643
HUL,2019,Suzuka Circuit,53,2,"['SOFT', 'MEDIUM']","[19, 33]",Renault,15,21.619354838709675,57.47822580645161,1009.141935483871,0.0,32.18387096774193,286.991935483871,5.468548387096775,14.223850877192984,1.2685376240827337,215.64473163446144,5.453157413102704,257.50159489633177,14.813178793762916,35.857256778309406
HUL,2019,Autódromo Hermanos Rodríguez,71,2,"['MEDIUM', 'HARD']","[18, 52]",Renault,12,23.203030303030303,46.28787878787879,780.509090909091,0.0,41.633333333333326,150.46969696969697,1.3265151515151512,17.146987179487176,1.8093852733507245,182.61416060027133,9.876072620618732,272.6485042735043,15.739324343643222,37.38568376068376
HUL,2019,Circuit de Monaco,78,2,"['MEDIUM', 'HARD']","[9, 68]",Renault,11,22.7546762589928,52.69784172661871,1010.9107913669066,0.6258992805755396,32.72949640287769,130.84172661870502,0.9035971223021584,23.414135620915033,2.8760323850457867,145.6783937769187,10.76052831281194,243.40588235294118,13.099167541247482,43.337418300653596
HUL,2019,Sochi Autodrom,53,3,"['SOFT', 'MEDIUM', 'SOFT']","[16, 13, 24]",Renault,6,22.02977099236641,67.41526717557252,1016.7824427480915,0.0076335877862595,34.33206106870229,255.18320610687024,1.8740458015267176,20.155327991452992,4.878251989713549,197.15225583337235,21.814714694751444,233.85096153846155,21.718956968669726,52.449252136752136
HUL,2019,Marina Bay Street Circuit,61,3,"['SOFT', 'HARD', 'MEDIUM']","[1, 35, 25]",Renault,8,29.965161290322584,66.45548387096774,1010.941935483871,0.0,35.752903225806456,166.88387096774193,1.857419354838709,29.95006476190476,2.2770764046969174,151.32920887352395,10.84093710315301,264.07285712863495,11.15789153629522,60.19428571428571
HUL,2019,Circuit de Barcelona-Catalunya,66,2,"['MEDIUM', 'SOFT']","[35, 31]",Renault,0,20.147727272727277,54.724242424242426,1006.7916666666666,0.0,40.72727272727273,153.82575757575756,1.9295454545454545,16.295153917050694,2.7429863204383755,191.46375509774214,16.372909262084274,235.81597928552995,13.180038487043007,40.347926267281096
HUL,2019,Circuit of the Americas,56,3,"['HARD', 'MEDIUM', 'SOFT']","[27, 12, 16]",Renault,11,21.47557251908397,29.242748091603048,1001.4763358778628,0.0,29.08167938931297,183.5267175572519,2.553435114503817,19.156772376543213,1.7112678174662193,192.36230184120373,6.813392680043546,240.9429012345679,18.80130641211416,48.58796296296296
HUL,2020,Nürburgring GP-Strecke Circuit,60,3,"['SOFT', 'MEDIUM', 'SOFT']","[29, 15, 16]",Racing Point,20,9.499999999999998,59.40408163265305,947.3591836734694,0.0204081632653061,16.360204081632652,89.92857142857143,1.6173469387755104,20.28443290229885,4.160625858954968,192.34431284280936,14.156879625168783,234.4784482758621,15.772456627466086,47.27931034482759
HUL,2022,Jeddah Corniche Circuit,50,2,"['HARD', 'MEDIUM']","[37, 13]",Aston Martin,17,25.42039473684211,59.66447368421053,1012.7776315789474,0.0,28.40921052631579,304.50657894736844,2.359210526315789,16.30864449064449,5.819933841013134,217.73078709821414,25.4077293074807,232.08899167534304,16.30667210135488,45.79209979209979
HUL,2023,Yas Marina Circuit,58,3,"['MEDIUM', 'HARD', 'HARD']","[13, 20, 25]",Haas F1 Team,8,26.962820512820524,51.0,1014.9275641025638,0.0,33.46089743589744,284.93589743589746,1.794871794871795,15.426946410256411,1.7552953138507104,205.85422345419684,6.719129459750573,250.99897435897438,16.010795604135478,41.404102564102566
HUL,2023,Red Bull Ring,71,3,"['MEDIUM', 'MEDIUM', 'HARD']","[2, 9, 2]",Haas F1 Team,8,22.39803921568627,52.04575163398693,934.0156862745094,0.0196078431372549,32.05424836601307,124.56209150326798,1.0973856209150326,17.046370370370372,1.9402140837877455,175.40738936135685,17.6151155894802,267.67232513580245,17.42086682235262,33.59259259259259
HUL,2023,Baku City Circuit,51,2,"['HARD', 'SOFT']","[49, 1]",Haas F1 Team,20,24.860625,49.225,1008.64625,0.0,41.21,125.6875,1.083125,28.85895918367347,1.906183035188424,182.0615297654387,6.991039814497446,298.82160998022675,7.656752068790125,53.51020408163265
HUL,2023,Circuit de Spa-Francorchamps,44,3,"['MEDIUM', 'SOFT', 'SOFT']","[12, 12, 20]",Haas F1 Team,20,17.873333333333335,61.92666666666667,966.6273333333332,0.0733333333333333,28.24066666666667,130.04666666666665,1.594666666666667,18.974344444444444,1.7744111782034269,216.57147202141098,7.219655243026556,269.1722222222222,18.405283503881453,40.09444444444444
HUL,2023,Silverstone Circuit,52,3,"['HARD', 'MEDIUM', 'SOFT']","[7, 25, 20]",Haas F1 Team,11,21.473509933774835,56.18543046357616,1001.2258278145695,0.0,30.94105960264901,205.39735099337747,3.023841059602649,15.954171428571428,2.509715967309537,214.9123347835357,17.6971579928998,230.06333333333336,20.33488442760607,36.08952380952381
HUL,2023,Circuit Gilles Villeneuve,70,3,"['MEDIUM', 'HARD', 'HARD']","[11, 20, 38]",Haas F1 Team,5,18.53024691358025,63.901234567901234,1011.5524691358024,0.0,30.59320987654321,314.1296296296296,1.941975308641975,18.010813078149923,3.262783409170965,190.07478388407958,14.602492552262325,258.8605967570441,19.50503453555264,43.57089314194577
HUL,2023,Hungaroring Circuit,70,3,"['MEDIUM', 'HARD', 'HARD']","[16, 22, 31]",Haas F1 Team,10,28.808536585365857,32.80487804878049,988.4018292682925,0.0,48.57926829268293,174.53658536585365,1.4408536585365852,20.75707624633431,1.3598533830061745,181.72944962892805,5.803327532077688,224.7057062561095,13.176766778327034,41.535679374389055
HUL,2023,Autodromo Nazionale Monza,53,3,"['MEDIUM', 'HARD', 'MEDIUM']","[14, 25, 12]",Haas F1 Team,13,29.330128205128204,42.32051282051282,1000.5615384615384,0.0,42.92820512820513,179.2692307692308,1.13974358974359,13.042634444444445,2.032393039223798,232.84217459245937,14.266746976535183,267.86650793650796,15.187288998741066,35.04666666666667
HUL,2023,Las Vegas Strip Circuit,50,3,"['MEDIUM', 'HARD', 'HARD']","[12, 14, 20]",Haas F1 Team,13,18.05,47.36111111111112,939.7814814814814,0.0,17.99444444444444,220.33333333333334,2.3009259259259256,23.210060317460318,5.923282371642557,206.46458625012724,24.353626289344685,262.3162698666667,22.717935901322647,44.234920634920634
HUL,2023,Autódromo Hermanos Rodríguez,71,3,"['MEDIUM', 'HARD', 'MEDIUM']","[23, 11, 37]",Haas F1 Team,12,25.547368421052628,23.55263157894737,779.5205263157894,0.0,45.63947368421052,247.68421052631575,1.4900000000000002,19.406901506249334,2.8322969598127634,174.27943778663075,16.323861894072554,272.9049602962646,15.084311211860852,36.085674607413736
HUL,2023,Miami International Autodrome,57,2,"['HARD', 'MEDIUM']","[33, 24]",Haas F1 Team,12,27.11741935483871,59.42580645161291,1018.3787096774192,0.0,36.68903225806452,135.54193548387096,3.970322580645162,19.12870265151515,1.2583853074324782,206.201915117699,5.737725389879062,269.2253787878788,13.13609099518369,36.91666666666667
HUL,2023,Jeddah Corniche Circuit,50,2,"['MEDIUM', 'HARD']","[11, 39]",Haas F1 Team,10,26.09189189189189,57.79054054054054,1010.9297297297296,0.0,31.79256756756757,271.1621621621622,1.772297297297297,16.629082750582747,3.4990227719541935,224.40972203306532,13.534426178417968,243.75909925168165,22.182908681545367,37.009324009324004
HUL,2023,Marina Bay Street Circuit,61,2,"['MEDIUM', 'HARD']","[20, 42]",Haas F1 Team,9,29.844318181818185,72.0284090909091,1008.9784090909092,0.0,36.42215909090909,169.2840909090909,1.4159090909090908,25.43387619047619,2.4365346460635062,169.94422865771242,11.70336816467092,246.3797619047619,14.293656304254181,53.641666666666666
HUL,2023,Circuit of the Americas,56,3,"['HARD', 'MEDIUM', 'MEDIUM']","[19, 15, 22]",Haas F1 Team,18,29.96011904761904,41.910714285714285,993.7309523809523,0.0,40.62857142857143,107.89285714285715,3.3142857142857145,21.329809782030836,2.432095847002272,188.85184028364915,6.985330544059994,240.79914938862305,17.63153281293888,44.65640616693248
HUL,2024,Yas Marina Circuit,58,2,"['MEDIUM', 'HARD']","[13, 45]",Haas F1 Team,7,26.76824324324324,51.44594594594594,1017.4263513513514,0.0,31.80540540540541,137.03378378378378,1.9006756756756755,16.088679487179483,1.57783999721201,205.85479121123302,8.673609539567758,258.5358974358974,14.435366570263255,43.478632478632484
HUL,2024,Red Bull Ring,71,3,"['MEDIUM', 'HARD', 'HARD']","[11, 28, 32]",Haas F1 Team,9,29.42587412587413,35.00699300699301,932.862937062937,0.006993006993006899,46.42097902097904,235.51048951048952,1.6678321678321677,14.415338338744588,1.6448988091133803,214.9142615961001,8.797547567223397,246.86228354978357,15.716094148442687,36.71212121212121
HUL,2024,Baku City Circuit,51,2,"['MEDIUM', 'HARD']","[15, 36]",Haas F1 Team,12,26.70592105263158,38.01973684210526,1017.6401315789471,0.0,44.34934210526316,123.55263157894736,1.5513157894736842,24.643199999999997,2.559583508449264,193.15057237860563,9.38938933532097,268.7265262087901,15.586270898958379,54.577777777777776
HUL,2024,Circuit de Spa-Francorchamps,44,3,"['MEDIUM', 'HARD', 'MEDIUM']","[7, 13, 24]",Haas F1 Team,16,21.32846715328467,49.58394160583941,978.0963503649637,0.0,42.26715328467153,140.98540145985402,1.6832116788321165,17.444399114774114,1.547281184597413,223.8953443562938,6.645728562786534,268.5106994782711,17.38804318117741,42.34539072039072
HUL,2024,Circuit Zandvoort,72,2,"['MEDIUM', 'HARD']","[14, 57]",Haas F1 Team,12,19.00588235294118,60.96078431372549,1019.981045751634,0.0,30.80588235294118,218.0718954248366,4.568627450980392,17.815079573934838,1.4962612643230888,197.10362980660676,5.519906637183283,237.3684928554868,15.055480555096082,32.50689223057644
HUL,2024,Hungaroring Circuit,70,3,"['MEDIUM', 'HARD', 'HARD']","[2, 27, 40]",Haas F1 Team,11,28.82387096774194,46.92258064516128,981.6767741935486,0.0,44.91612903225806,221.18709677419352,1.2496774193548386,23.143675,1.4852870565118812,178.6276629493993,5.389421391240645,236.625,20.22792523903445,43.07376543209876
HUL,2024,Autodromo Nazionale Monza,53,3,"['MEDIUM', 'HARD', 'HARD']","[5, 27, 20]",Haas F1 Team,10,33.1015037593985,32.285714285714285,993.2285714285714,0.0,49.31127819548872,200.62406015037595,1.518796992481203,14.596882098765432,2.5066987181658487,237.5541532452032,13.910502953411154,280.9611111111111,14.014854989015232,38.55493827160493
HUL,2024,Autódromo Hermanos Rodríguez,71,2,"['MEDIUM', 'HARD']","[29, 41]",Haas F1 Team,10,19.88867924528302,51.0503144654088,785.2528301886794,0.0,35.60251572327045,291.3522012578616,2.150943396226415,19.277941547518928,2.0818728187674322,178.22050933140605,15.815153415196809,268.9941126997477,12.449204656075526,34.722035323801514
HUL,2024,Marina Bay Street Circuit,61,2,"['MEDIUM', 'HARD']","[29, 32]",Haas F1 Team,6,30.786250000000003,74.65,1008.024375,0.0,36.445625,192.49375,0.955,23.491962823275863,1.9395003519411174,177.4225448185917,5.124814888508567,240.93696120689657,13.526218348264262,49.40140086206897
HUL,2024,Circuit de Barcelona-Catalunya,66,3,"['SOFT', 'MEDIUM', 'HARD']","[12, 26, 28]",Haas F1 Team,13,24.132467532467533,63.44155844155844,1001.3564935064936,0.006493506493506401,41.09610389610391,207.37012987012983,2.123376623376624,15.536472832722831,1.6473616033500598,204.53748806837396,7.438779333215155,225.24267399267399,17.503092853664004,34.5995115995116
HUL,2024,Circuit of the Americas,56,2,"['MEDIUM', 'HARD']","[27, 29]",Haas F1 Team,11,28.12129032258064,35.535483870967745,1006.5090322580644,0.0,46.60193548387097,223.88387096774196,1.5,21.478687739463602,1.6264854450312622,191.62099131839702,12.660750503886927,240.2292464878672,15.789616469765024,46.571519795657736
KUB,2019,Yas Marina Circuit,58,2,"['HARD', 'MEDIUM']","[24, 29]",Williams,19,26.018045112781955,64.47142857142858,1015.3834586466164,0.0,29.566165413533835,221.09774436090223,1.2646616541353384,21.40709554597701,2.432823314315659,185.3810825054971,4.514579843346965,249.11494252873564,16.056580692498834,46.98706896551724
KUB,2019,Red Bull Ring,71,2,"['MEDIUM', 'HARD']","[19, 49]",Williams,17,34.44406779661016,17.965254237288136,940.8889830508476,0.0,50.74406779661018,188.85593220338984,1.225423728813559,14.518712674543504,1.7816331436540653,213.06296332524138,6.018120014539688,245.92857142857144,15.11613950895526,34.10580021482277
KUB,2019,Bahrain International Circuit,57,3,"['MEDIUM', 'SOFT', 'MEDIUM']","[11, 16, 28]",Williams,20,26.210852713178287,53.372093023255815,1003.4372093023256,0.0,28.610852713178293,60.72093023255814,2.7108527131782947,22.973837932900434,2.5164373608144355,189.6939689739728,9.463463632666787,252.3762214925497,18.47986511059384,51.86228354978355
KUB,2019,Circuit de Spa-Francorchamps,44,2,"['MEDIUM', 'SOFT']","[31, 12]",Williams,0,17.4,57.03,968.2575,0.0,28.119166666666665,154.29166666666666,2.0358333333333336,17.175670698924733,4.025624350355876,218.33499907198097,17.097345803782794,246.08198924731184,16.46875047430092,42.920698924731184
KUB,2019,Silverstone Circuit,52,2,"['MEDIUM', 'HARD']","[20, 31]",Williams,20,18.90508474576272,62.135593220338976,1006.3330508474576,0.0,30.32203389830509,64.38983050847457,2.011864406779661,16.250253225806453,3.743521075333436,219.92893102242135,15.112863603466078,217.38548387096773,15.39903131763122,32.211290322580645
KUB,2019,Circuit Gilles Villeneuve,70,3,"['MEDIUM', 'HARD', 'HARD']","[9, 29, 29]",Williams,19,29.368253968253967,16.14761904761905,1022.1111111111112,0.0,51.098412698412695,224.30952380952377,1.3087301587301583,18.073710089399746,1.9088115163567163,192.3686179543504,6.881396712121297,254.96807151979564,15.131247613229206,44.84674329501916
KUB,2019,Shanghai International Circuit,56,2,"['MEDIUM', 'HARD']","[26, 28]",Williams,18,19.32992125984252,45.98110236220473,1019.2181102362204,0.0,27.33700787401575,93.8031496062992,3.3157480314960632,20.7898228021978,3.9214616218060048,189.68628094671857,7.734743203057212,248.71291208791206,12.499711022932738,43.61538461538461
KUB,2019,Circuit Paul Ricard,53,2,"['MEDIUM', 'HARD']","[24, 27]",Williams,18,26.89421487603306,39.09090909090909,966.7239669421492,0.0,54.525619834710746,97.66115702479338,1.6785123966942148,19.353071759259258,2.4341749984710574,208.13686212145902,6.237189982590631,236.23117284444444,16.71357148215049,42.21064814814814
KUB,2019,Hungaroring Circuit,70,2,"['MEDIUM', 'HARD']","[18, 49]",Williams,19,25.66,33.893076923076926,986.4846153846154,0.0,44.09692307692308,192.77692307692308,1.1938461538461538,20.3296768707483,2.183541203118696,183.2989151055424,5.469251488996193,215.3577097505669,16.24576801000289,34.473356009070294
KUB,2019,Autodromo Nazionale Monza,53,3,"['MEDIUM', 'SOFT', 'MEDIUM']","[29, 15, 7]",Williams,15,21.0972972972973,51.57477477477477,989.2405405405406,0.0,33.04054054054055,221.07207207207207,1.566666666666667,13.152878708264915,3.363024782537138,234.483481546781,14.654610950991392,260.9478927203065,17.877788744469424,37.95960591133005
KUB,2019,Suzuka Circuit,53,3,"['MEDIUM', 'HARD', 'MEDIUM']","[22, 11, 18]",Williams,0,21.619354838709672,57.47822580645161,1009.141935483871,0.0,32.18387096774193,286.991935483871,5.468548387096775,18.196530303030304,3.3804543027403486,209.0311191776335,9.042888998392934,243.03198653198652,16.26308821071036,37.813131313131315
KUB,2019,Autódromo Hermanos Rodríguez,71,3,"['MEDIUM', 'HARD', 'MEDIUM']","[21, 39, 9]",Williams,20,23.203030303030303,46.28787878787879,780.509090909091,0.0,41.633333333333326,150.46969696969697,1.3265151515151512,19.265322751322753,2.76418698319565,181.13341596284056,10.04744904449369,268.5221815221815,16.21377280251265,37.30809930809931
KUB,2019,Circuit de Monaco,78,2,"['MEDIUM', 'HARD']","[21, 56]",Williams,20,22.7546762589928,52.69784172661871,1010.9107913669066,0.6258992805755396,32.72949640287769,130.84172661870502,0.9035971223021584,28.461467261904765,3.8493709108708307,143.35112680205972,8.548761592733413,240.64200574557566,15.154004167645526,44.089285714285715
KUB,2019,Sochi Autodrom,53,3,"['MEDIUM', 'HARD', 'MEDIUM']","[1, 1, 26]",Williams,18,22.02977099236641,67.41526717557252,1016.7824427480915,0.0076335877862595,34.33206106870229,255.18320610687024,1.8740458015267176,34.34560256410256,1.6097170559338574,154.1070557365039,5.041547176720078,282.53846153846155,5.633444789579344,52.41025641025641
KUB,2019,Marina Bay Street Circuit,61,3,"['MEDIUM', 'HARD', 'MEDIUM']","[21, 23, 17]",Williams,19,29.965161290322584,66.45548387096774,1010.941935483871,0.0,35.752903225806456,166.88387096774193,1.857419354838709,32.39731092436975,5.039616480119243,155.75938404931696,14.408518783449173,226.65611630914626,14.385558001295381,48.62781634392888
KUB,2019,Circuit de Barcelona-Catalunya,66,3,"['MEDIUM', 'SOFT', 'MEDIUM']","[31, 13, 21]",Williams,17,20.147727272727277,54.724242424242426,1006.7916666666666,0.0,40.72727272727273,153.82575757575756,1.9295454545454545,18.927368309110246,3.4517049732522103,186.733012377994,15.633826188126683,230.39534589701051,13.342763618388142,33.2560557721848
KUB,2019,Circuit of the Americas,56,2,"['MEDIUM', 'HARD']","[11, 20]",Williams,19,21.47557251908397,29.242748091603048,1001.4763358778628,0.0,29.08167938931297,183.5267175572519,2.553435114503817,24.078979545454544,2.964736530081025,184.58465234380424,6.100104133535561,232.84772727272727,18.729968999185886,45.606818181818184
KUB,2021,Circuit Zandvoort,72,2,"['MEDIUM', 'HARD']","[40, 30]",Alfa Romeo Racing,16,21.50443037974684,54.10822784810126,1021.5056962025316,0.0,36.10569620253165,95.9367088607595,0.4424050632911392,16.657487500000002,1.9251318193287794,195.74137897852813,6.166500612278105,214.4405382177778,17.06817419751329,37.875
KUB,2021,Autodromo Nazionale Monza,53,2,"['HARD', 'MEDIUM']","[26, 27]",Alfa Romeo Racing,17,28.885234899328864,33.275838926174494,994.4879194630872,0.0,43.52751677852349,188.64429530201343,0.3429530201342281,14.811864672364674,3.3721182706137682,226.84056344546997,25.35535683433305,270.2350427350427,17.36394565076896,40.34188034188034
KVY,2019,Yas Marina Circuit,58,2,"['HARD', 'MEDIUM']","[40, 14]",Toro Rosso,13,26.018045112781955,64.47142857142858,1015.3834586466164,0.0,29.566165413533835,221.09774436090223,1.2646616541353384,20.070733928571432,1.606032341955943,188.99310947771028,5.773647339465792,251.81964285714287,15.525702262510254,44.31428571428572
KVY,2019,Albert Park Circuit,58,2,"['MEDIUM', 'HARD']","[26, 31]",Toro Rosso,15,23.47786885245901,70.4532786885246,1015.3344262295084,0.0,41.31311475409837,155.327868852459,1.166393442622951,15.987826302729527,1.9598603833893988,210.82350263380363,5.945797891832193,236.72113162694785,17.797597186432597,46.30831265508685
KVY,2019,Red Bull Ring,71,2,"['MEDIUM', 'HARD']","[32, 38]",Toro Rosso,16,34.44406779661016,17.965254237288136,940.8889830508476,0.0,50.74406779661018,188.85593220338984,1.225423728813559,11.493221217105264,1.9460364605506915,217.8193361535751,7.097881285266265,233.75790844298245,15.708336699023643,36.821546052631575
KVY,2019,Baku City Circuit,51,2,"['SOFT', 'MEDIUM']","[5, 28]",Toro Rosso,6,19.76356589147287,51.40852713178294,1013.7751937984495,0.0,39.65426356589147,167.48062015503876,1.2496124031007751,25.293414285714285,3.352666264678405,190.2268521940727,9.119678456235551,266.0005208571429,22.493852884819944,60.72857142857143
KVY,2019,Bahrain International Circuit,57,3,"['SOFT', 'MEDIUM', 'SOFT']","[12, 26, 18]",Toro Rosso,15,26.210852713178287,53.372093023255815,1003.4372093023256,0.0,28.610852713178293,60.72093023255814,2.7108527131782947,20.446760683760683,2.5632215655210113,192.12966804546159,13.069357554120366,256.3672483479582,18.26563540238055,53.32977207977208
KVY,2019,Circuit de Spa-Francorchamps,44,2,"['MEDIUM', 'SOFT']","[24, 20]",Toro Rosso,19,17.4,57.03,968.2575,0.0,28.119166666666665,154.29166666666666,2.0358333333333336,17.015404166666663,5.287185443972847,219.69417350109,17.349262056278395,266.1625,20.21274942140127,40.5125
KVY,2019,Interlagos Circuit,71,3,"['MEDIUM', 'SOFT', 'SOFT']","[23, 23, 25]",Toro Rosso,16,21.016793893129773,60.289312977099236,924.7916030534352,0.0,46.45343511450381,149.05343511450383,1.287786259541985,13.92252927536232,2.595224445931948,196.76456172785822,13.479757530868241,251.0785378237507,22.491072895588214,38.725797101449274
KVY,2019,Silverstone Circuit,52,3,"['SOFT', 'MEDIUM', 'HARD']","[12, 9, 31]",Toro Rosso,17,18.90508474576272,62.13559322033897,1006.3330508474577,0.0,30.32203389830509,64.38983050847457,2.011864406779661,14.511063918757467,2.804607470417693,219.3729675748184,15.636038676260412,231.2284946236559,25.10530428082714,37.89217443249701
KVY,2019,Circuit Gilles Villeneuve,70,2,"['MEDIUM', 'HARD']","[12, 57]",Toro Rosso,10,29.368253968253967,16.14761904761905,1022.1111111111112,0.0,51.098412698412695,224.3095238095238,1.3087301587301583,15.143361842105264,1.6427142879341328,196.9692144223715,5.87554573809036,252.65350877192984,15.90501447843434,43.17982456140351
KVY,2019,Circuit Paul Ricard,53,2,"['HARD', 'MEDIUM']","[32, 20]",Toro Rosso,19,26.89421487603306,39.09090909090909,966.7239669421492,0.0,54.525619834710746,97.66115702479338,1.6785123966942148,16.798328125,2.254873574878366,213.06176469607345,7.1498977742045735,243.790625,18.00763926353685,43.915625
KVY,2019,Hungaroring Circuit,70,2,"['MEDIUM', 'HARD']","[21, 47]",Toro Rosso,13,25.66,33.893076923076926,986.4846153846154,0.0,44.09692307692308,192.77692307692308,1.1938461538461538,19.992472137791285,2.28162775341944,186.09138397487027,5.259445767160383,227.0309017223911,16.984115760911255,44.648936170212764
KVY,2019,Autodromo Nazionale Monza,53,2,"['MEDIUM', 'SOFT']","[28, 2]",Toro Rosso,12,21.0972972972973,51.57477477477477,989.2405405405406,0.0,33.04054054054055,221.07207207207207,1.5666666666666669,12.502553571428571,3.7266057723978054,205.9995981067724,15.40761408477488,294.2857142857143,9.844669329012552,30.714285714285715
KVY,2019,Suzuka Circuit,53,2,"['SOFT', 'MEDIUM']","[27, 25]",Toro Rosso,14,21.619354838709675,57.47822580645161,1009.141935483871,0.0,32.18387096774193,286.991935483871,5.468548387096775,15.56540888888889,1.7480001355872283,215.92173219996147,6.659296807481702,263.9785185185185,15.606288020472185,41.20444444444445
KVY,2019,Autódromo Hermanos Rodríguez,71,3,"['SOFT', 'HARD', 'MEDIUM']","[10, 34, 26]",Toro Rosso,9,23.203030303030303,46.28787878787879,780.509090909091,0.0,41.633333333333326,150.46969696969697,1.3265151515151512,18.009841327300148,1.7597456331125063,182.14192127706664,9.863988266397651,271.86213842802084,17.000985103972475,37.58582202111614
KVY,2019,Circuit de Monaco,78,2,"['SOFT', 'MEDIUM']","[32, 46]",Toro Rosso,7,22.7546762589928,52.69784172661871,1010.9107913669066,0.6258992805755396,32.72949640287769,130.84172661870502,0.9035971223021584,19.356086277173915,2.0428458885198406,147.85659343320734,7.463063166132431,244.63655501932544,8.839254346629783,42.37635869565217
KVY,2019,Sochi Autodrom,53,3,"['HARD', 'SOFT', 'SOFT']","[27, 3, 23]",Toro Rosso,19,22.02977099236641,67.41526717557252,1016.7824427480915,0.0076335877862595,34.33206106870229,255.18320610687024,1.8740458015267176,21.859314009661833,3.986299339890573,182.80080253771806,13.263584228562294,243.89157273215244,19.969263224134046,50.93719806763284
KVY,2019,Marina Bay Street Circuit,61,3,"['MEDIUM', 'HARD', 'SOFT']","[12, 24, 25]",Toro Rosso,14,29.965161290322584,66.45548387096774,1010.941935483871,0.0,35.752903225806456,166.88387096774193,1.857419354838709,27.59714222222222,2.998230313256572,157.58182894935265,12.914882590547572,243.25230587733336,15.864038830985772,57.214444444444446
KVY,2019,Circuit de Barcelona-Catalunya,66,3,"['SOFT', 'MEDIUM', 'MEDIUM']","[21, 24, 21]",Toro Rosso,9,20.147727272727277,54.724242424242426,1006.7916666666666,0.0,40.72727272727273,153.82575757575756,1.9295454545454545,16.32797023809524,3.468425736603166,191.98080176438282,14.969431290679339,239.6356033311861,18.7892678538858,36.65079365079365
KVY,2019,Circuit of the Americas,56,3,"['HARD', 'MEDIUM', 'SOFT']","[21, 18, 16]",Toro Rosso,13,21.47557251908397,29.242748091603048,1001.4763358778628,0.0,29.08167938931297,183.5267175572519,2.553435114503817,18.752436838624337,2.2369631970433237,191.74273013664182,6.827199400102839,245.3579365079365,17.86786254805679,49.37929894179894
