Driver,Year,Circuit,nLaps,NumberOfStints,CompoundStrategy,StintLengthStrategy,Team,StartingPosition,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,mean_brake_time,std_brake_time,AvgSpeed,StdSpeed,AvgSpeedDelta,StdSpeedDelta,AvgGearChanges
ALB,2024,Baku City Circuit,51,2,"['HARD', 'MEDIUM']","[31, 20]",Williams,9,26.70592105263158,38.01973684210526,1017.6401315789471,0.0,44.34934210526316,123.55263157894736,1.5513157894736842,27.479935483870968,4.157934676358994,193.04898903080118,10.389730897135667,265.9908266064516,15.799773235770306,54.96290322580645
ALB,2024,Circuit de Spa-Francorchamps,44,3,"['MEDIUM', 'MEDIUM', 'HARD']","[8, 15, 21]",Williams,10,21.32846715328467,49.58394160583941,978.0963503649637,0.0,42.26715328467153,140.98540145985402,1.6832116788321165,18.459196825396823,1.3927350846304487,224.64400501627617,5.892542648853431,268.66739075301587,19.30000859542709,44.55753968253968
ALB,2024,Circuit Zandvoort,72,3,"['MEDIUM', 'HARD', 'MEDIUM']","[12, 42, 17]",Williams,19,19.00588235294118,60.96078431372549,1019.981045751634,0.0,30.80588235294118,218.0718954248366,4.568627450980392,17.45796451914099,1.8944301312464,197.11787821659368,7.743634524359279,237.54219312619747,17.3791095012166,33.35901027077498
ALB,2024,Hungaroring Circuit,70,3,"['SOFT', 'HARD', 'HARD']","[6, 23, 40]",Williams,13,28.82387096774194,46.92258064516128,981.6767741935486,0.0,44.91612903225806,221.18709677419352,1.2496774193548386,22.300318236714975,1.1983706011174535,180.7493020962585,5.215106901776959,231.30881642512077,15.062835686746554,43.176811594202896
ALB,2024,Autodromo Nazionale Monza,53,2,"['MEDIUM', 'HARD']","[17, 36]",Williams,9,33.1015037593985,32.285714285714285,993.2285714285714,0.0,49.31127819548872,200.62406015037595,1.518796992481203,13.490796568627452,1.440953046217663,240.44757423100958,7.349944336374758,272.7009803921569,13.4986176173445,35.98039215686275
ALB,2024,Marina Bay Street Circuit,61,2,"['MEDIUM', 'HARD']","[11, 4]",Williams,11,30.786250000000003,74.65,1008.024375,0.0,36.445625,192.49375,0.955,26.451045454545458,1.939491384085755,165.608655083366,13.609418765488972,244.9318181818182,18.387858817636506,54.26136363636364
ALB,2024,Circuit de Barcelona-Catalunya,66,3,"['MEDIUM', 'SOFT', 'SOFT']","[18, 25, 22]",Williams,20,24.132467532467533,63.44155844155844,1001.3564935064936,0.006493506493506401,41.09610389610391,207.37012987012983,2.123376623376624,15.5780531986532,1.6493207802561791,201.81036398728347,8.238313565684951,221.1900336700337,18.283055083097356,31.20006734006734
ALB,2024,Circuit of the Americas,56,3,"['MEDIUM', 'MEDIUM', 'HARD']","[3, 30, 22]",Williams,14,28.121290322580638,35.535483870967745,1006.5090322580644,0.0,46.60193548387097,223.88387096774196,1.5,23.754250505050507,2.9743985815158815,182.35115206331048,13.226558813416778,251.96060606060607,19.64716603788244,45.843434343434346
ALO,2021,Yas Marina Circuit,58,2,"['HARD', 'MEDIUM']","[36, 22]",Alpine,11,24.519108280254777,59.05477707006369,1017.710828025478,0.0,28.4656050955414,289.1910828025478,0.4146496815286624,16.119508838383844,4.702410877089353,200.07341981154863,19.113996132986422,244.73611111111111,25.244465563113238,45.266414141414145
ALO,2021,Red Bull Ring,71,2,"['MEDIUM', 'HARD']","[32, 38]",Alpine,14,20.96602564102564,49.73076923076923,934.7211538461538,0.0384615384615384,33.18397435897436,132.56410256410257,0.348076923076923,13.02597615131579,2.6245080304659294,216.0079481421995,14.518763127194745,241.0060502962406,17.128118032421696,40.79440789473684
ALO,2021,Bahrain International Circuit,57,3,"['SOFT', 'MEDIUM', 'HARD']","[11, 18, 3]",Alpine,9,20.53834586466165,54.517293233082704,1014.9105263157895,0.0,27.627819548872186,63.88721804511278,0.8872180451127819,22.717718855218852,3.7290149717522656,186.93916772323487,16.467848397507186,252.75559155440115,21.015648006218328,54.54882154882156
ALO,2021,Silverstone Circuit,52,3,"['MEDIUM', 'MEDIUM', 'HARD']","[2, 22, 28]",Alpine,7,29.399999999999995,37.202173913043474,1007.2461956521742,0.0,50.93152173913043,172.6086956521739,0.3179347826086957,16.685851731601733,1.8817623838102122,192.3549667015643,18.007952782984475,231.65800865800864,33.972435420974314,38.692640692640694
ALO,2021,Circuit Zandvoort,72,2,"['SOFT', 'MEDIUM']","[33, 38]",Alpine,9,21.50443037974684,54.10822784810126,1021.5056962025316,0.0,36.10569620253165,95.9367088607595,0.4424050632911392,15.462755183413078,1.2620055974632074,198.62964372940314,5.217971449244333,211.70630122361126,17.753989176578738,35.292663476874004
ALO,2021,Circuit Paul Ricard,53,2,"['MEDIUM', 'HARD']","[18, 35]",Alpine,9,25.3144,58.6304,960.6376,0.0,35.22879999999999,119.464,1.1656,19.041995238095236,3.0807226250166373,205.85314055943527,5.347998143930202,240.32222222222225,17.966416759184533,41.87142857142857
ALO,2021,Autodromo Nazionale Monza,53,2,"['MEDIUM', 'HARD']","[25, 28]",Alpine,10,28.885234899328864,33.275838926174494,994.4879194630872,0.0,43.52751677852349,188.64429530201343,0.3429530201342281,13.148757142857143,3.7811921728933564,227.5389113824668,23.742320044485645,265.4129017904762,14.385092523804943,41.32357142857143
ALO,2021,Autódromo Hermanos Rodríguez,71,2,"['MEDIUM', 'HARD']","[39, 31]",Alpine,12,21.206707317073167,31.2109756097561,784.2134146341463,0.0,47.579268292682926,190.22560975609755,0.3664634146341464,17.485249379652608,2.1373533906169198,182.48910383091294,12.904037258913089,263.90074441687347,15.311767778858341,38.52564102564102
ALO,2021,Circuit de Monaco,78,2,"['MEDIUM', 'SOFT']","[45, 32]",Alpine,17,20.760740740740744,61.42444444444444,1015.5711111111108,0.0,37.59555555555556,202.0814814814815,0.3162962962962963,20.854271875000002,1.6827061823421916,153.1216044865804,3.952534275447127,234.82743055555557,6.370774763365083,44.77152777777778
ALO,2021,Lusail International Circuit,57,2,"['SOFT', 'HARD']","[23, 34]",Alpine,3,26.41513157894737,75.54013157894737,1012.3072368421052,0.0197368421052631,30.60328947368421,114.90789473684212,0.4230263157894736,14.984450127877238,2.5195439950418566,215.70167296158343,8.728279016292412,210.79284343052,18.309419150594724,44.471867007672635
ALO,2021,Circuit de Barcelona-Catalunya,66,3,"['SOFT', 'MEDIUM', 'SOFT']","[21, 40, 4]",Alpine,10,22.203076923076924,57.55307692307692,993.5746153846156,0.0,32.9223076923077,74.56923076923077,0.4576923076923077,16.75100753968254,3.3197184832337023,192.7518036527399,14.931461812581682,234.24880953227515,20.156424572476777,38.790079365079364
ALO,2021,Red Bull Ring,71,2,"['SOFT', 'HARD']","[27, 43]",Alpine,8,26.692372881355933,33.246610169491525,938.4771186440676,0.0,52.35254237288136,138.05084745762713,0.3677966101694914,12.48982902670112,1.0807262462484089,217.0281042995298,5.703482360894606,235.64125753660636,13.009905307056133,38.405254091300606
ALO,2022,Yas Marina Circuit,58,2,"['MEDIUM', 'HARD']","[19, 8]",Alpine,10,28.575483870967748,61.68387096774194,1013.5206451612902,0.0,34.31032258064516,290.7935483870968,2.608387096774193,18.0905,1.9030559484157528,201.17963334283837,7.84716309713771,260.16776315789474,17.811003028931935,45.69736842105263
ALO,2022,Albert Park Circuit,58,3,"['HARD', 'MEDIUM', 'MEDIUM']","[39, 14, 4]",Alpine,10,26.69743589743589,43.65384615384615,1014.2461538461536,0.0,37.40833333333334,272.8397435897436,1.8128205128205128,15.773071428571429,4.4990127331693275,213.34609655483982,18.995626451979984,228.8592651093203,14.694991342069065,45.88247863247864
ALO,2022,Baku City Circuit,51,2,"['MEDIUM', 'HARD']","[18, 33]",Alpine,10,25.43540372670808,59.49068322981366,1009.9012422360248,0.0,47.14968944099379,266.2919254658385,1.529192546583851,26.860757575757575,4.352273896283669,190.6457257875931,11.251731802302695,262.66185908132763,17.57398264481767,62.464646464646464
